feedback_id,customer_id,product,review_text,review_date,language,channel
FB-00397,b34c6c73-5833-4b30-ac77-6e950b981ccd,auto,Product is okay. Took longer to arrive than expected but works fine,2016-03-02,en,email
FB-00398,081fc6dc-78d9-488a-af0b-ea4ffc737d92,toys,Outstanding build quality. Well packaged and delivered on time,2016-07-03,en,social
FB-00399,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,perfumery,Fast delivery and the item matches the description perfectly,2018-07-01,en,tv
FB-00400,e821e716-eac8-4da1-9e9f-6f5b72d35458,books_general_interest,Very satisfied and would definitely buy again from this seller,2016-03-23,en,display
FB-00401,59077299-dc3b-4dd8-a74e-02a9220b9ea9,baby,Outstanding build quality. Well packaged and delivered on time,2017-07-04,en,tv
FB-00402,fa8dae42-ba54-4920-a099-d18087623997,housewares,Excellent product arrived on time and in perfect condition,2018-02-13,en,email
FB-00403,ac6a7c85-7687-4c62-8c61-845efa7e5d94,electronics,Wonderful experience. Very professional seller and quick shipping,2017-06-28,en,tv
FB-00404,75eb89c2-3f5c-42f3-bacb-43a3d2c7bffb,garden_tools,Amazing quality! Exceeded my expectations completely,2016-10-09,en,social
FB-00405,c3f725fe-b99b-4b5a-a00d-a49deffa2002,baby,Amazing quality! Exceeded my expectations completely,2018-04-08,en,tv
FB-00406,e23ddfaa-efad-49e9-841c-147e9d6b9b62,health_beauty,Excellent product arrived on time and in perfect condition,2016-07-30,en,email
FB-00407,7249f62c-0898-4462-980c-b95c19d45deb,office_furniture,Do not buy this. Quality is dreadful and support is non-existent,2017-12-21,en,email
FB-00408,66fadca0-0b53-4932-bd94-19aa3ea6e5b2,bed_bath_table,Everything is perfect. Packaging was careful and item undamaged,2017-07-06,en,social
FB-00409,0e731dd7-c6ac-4b04-9d1d-6cd1c11f6bf5,fashion_bags_accessories,Satisfactory purchase. The product is functional as described,2016-10-23,en,social
FB-00410,937bf79b-bb44-4adc-aa98-fef8d0d75e37,telephony,Satisfactory purchase. The product is functional as described,2017-09-04,en,paid_search
FB-00411,24acb722-e052-4739-8d40-6f1b3ca5be29,musical_instruments,Seller communicated well and shipping was faster than expected,2017-02-27,en,paid_search
FB-00412,f2d2393f-8e85-440d-8f9a-eb7046707cd6,food_drink,Outstanding build quality. Well packaged and delivered on time,2017-10-03,en,tv
FB-00413,f8e8035b-0c00-488a-bee1-011a8e4c3ab5,garden_tools,Awful experience. Seller was unresponsive and product is defective,2017-11-18,en,tv
FB-00414,b2414482-5198-44d8-8643-3603c92a7d7c,perfumery,Outstanding build quality. Well packaged and delivered on time,2016-06-01,en,paid_search
FB-00415,89b5aab0-c121-49db-af12-b150605fb1eb,cool_stuff,Excellent product arrived on time and in perfect condition,2018-05-19,en,social
FB-00416,24f43c62-b523-40de-9b87-d29c4cfd0fc1,bed_bath_table,Outstanding build quality. Well packaged and delivered on time,2017-07-29,en,tv
FB-00417,87ad8b26-8eaa-4841-aaa0-426df7c0d5f7,fashion_bags_accessories,Amazing quality! Exceeded my expectations completely,2016-09-05,en,paid_search
FB-00418,143df5b3-a58e-43dd-948c-1d84340de049,bed_bath_table,Fast delivery and the item matches the description perfectly,2016-04-04,en,display
FB-00419,0d31812e-30c3-4756-9453-f867b97e6224,watches_gifts,Very satisfied and would definitely buy again from this seller,2017-11-20,en,display
FB-00420,12a1fe7d-dfa5-4722-8a1f-c9df9a591974,furniture_decor,Acceptable product for everyday use. Delivery time was reasonable,2018-01-11,en,display
FB-00421,de95d695-3579-4143-bab9-9428378e6510,telephony,Five stars! The product is even better than I expected,2018-07-19,en,email
FB-00422,f64ab6ec-30a5-448e-afe9-b3d0363908bf,baby,Decent quality for the price. Nothing extraordinary but does the job,2018-07-25,en,social
FB-00423,345af934-b42a-4d93-9aba-0f15b2149062,books_general_interest,Excellent product arrived on time and in perfect condition,2017-07-19,en,paid_search
FB-00424,775c30b5-6173-4c48-8876-9153c68813fe,electronics,Cheap material and nothing like the photos. Complete waste of money,2017-01-02,en,paid_search
FB-00425,e1fff6c0-8347-41da-9c11-ab6d42f5b3f5,cool_stuff,Everything is perfect. Packaging was careful and item undamaged,2016-04-10,en,tv
FB-00426,ea11905b-51fa-4efa-96f8-9f7ac2fa1da8,furniture_decor,Fast delivery and the item matches the description perfectly,2016-11-16,en,tv
FB-00427,38a56b49-dd34-4a18-9001-9ed40bb401e7,fashion_bags_accessories,Fast delivery and the item matches the description perfectly,2016-09-24,en,display
FB-00428,b852b3cd-9442-45e6-9583-1d58ef4c5119,perfumery,Outstanding build quality. Well packaged and delivered on time,2016-06-05,en,social
FB-00429,91ddb9bf-613d-4de9-bae2-802354720d2d,housewares,It does what it says. Delivery was a bit slow though,2017-07-17,en,paid_search
FB-00430,7d1645a0-d253-4966-836b-9a0a41e02a89,cool_stuff,Seller communicated well and shipping was faster than expected,2016-06-21,en,paid_search
FB-00431,8bea75c1-b866-47aa-a3d4-526b2b54ff7a,cool_stuff,Five stars! The product is even better than I expected,2018-07-27,en,display
FB-00432,0f09105c-f50d-4a37-a44d-9fecfd85d7fa,musical_instruments,Amazing quality! Exceeded my expectations completely,2018-05-09,en,email
FB-00433,0c6b7074-ab10-4c9b-9168-2e09f1f7d904,health_beauty,Outstanding build quality. Well packaged and delivered on time,2016-05-20,en,social
FB-00434,02571851-26a9-4100-b509-109b116658ce,furniture_decor,Satisfactory purchase. The product is functional as described,2017-04-11,en,paid_search
FB-00435,aab07015-a342-4e50-9e2a-73240f79a8a7,office_furniture,Decent quality for the price. Nothing extraordinary but does the job,2017-11-06,en,tv
FB-00436,8d388327-883f-43c6-81b1-58e90406ff44,perfumery,Really happy with this purchase. Great quality for the price,2016-01-18,en,display
FB-00437,fa3c1628-8926-41df-8655-68b7b8e19f56,toys,Fast delivery and the item matches the description perfectly,2017-05-29,en,tv
FB-00438,2de46e91-e8e6-4840-b090-f5a0ce610199,baby,Impressive quality at this price point. Will buy again,2017-06-20,en,social
FB-00439,86c5d1d6-9ea9-4508-b122-75923db02235,watches_gifts,Excellent product arrived on time and in perfect condition,2016-09-30,en,tv
FB-00440,67f1698c-f594-4a54-9f80-4eeb143a9aff,bed_bath_table,It does what it says. Delivery was a bit slow though,2016-09-06,en,social
FB-00441,d90dd19b-d3fb-4043-af1d-5a1a4ccb2355,auto,Cheap material and nothing like the photos. Complete waste of money,2018-05-28,en,email
FB-00442,608e2f5c-6117-4270-a7c0-518b17efa621,electronics,Product is okay. Took longer to arrive than expected but works fine,2016-02-27,en,email
FB-00443,7ff6b824-152a-4aec-abdf-cb41b3eda8f1,perfumery,Awful experience. Seller was unresponsive and product is defective,2018-03-14,en,paid_search
FB-00444,f94d8fcb-dba3-496f-ba32-3f6990dbfad6,baby,Item matches the photos. Packaging was minimal but contents were fine,2018-07-30,en,email
FB-00445,de3ce88b-e6b9-431a-b61f-6d903ad1fa33,food_drink,Product is okay. Took longer to arrive than expected but works fine,2016-10-04,en,email
FB-00446,ecf32053-af36-48cc-9308-7974ec95b3ac,watches_gifts,Product is okay. Took longer to arrive than expected but works fine,2017-07-31,en,email
FB-00447,508211a5-d9b5-4f84-adc3-a1c32dea2d2d,health_beauty,Product looks even better in person. Very happy with the purchase,2017-08-24,en,social
FB-00448,d226a8b3-b674-410d-9218-c9d6c093bfb0,books_general_interest,Wonderful experience. Very professional seller and quick shipping,2016-11-02,en,social
FB-00449,d5aba8ae-9112-4bc0-bd8f-95f4905f9096,books_general_interest,Do not buy this. Quality is dreadful and support is non-existent,2018-07-07,en,display
FB-00450,bd5ff093-c16f-4bcc-a243-bed754ec3f33,fashion_bags_accessories,Absolutely love it. Perfect size and excellent materials,2017-05-27,en,paid_search
FB-00451,3b6dca0d-6fe5-440b-9901-ef870dbf0caf,auto,Seller communicated well and shipping was faster than expected,2017-09-11,en,display
FB-00452,f80b2cea-658e-44a2-9879-cf35f4719986,telephony,Very satisfied and would definitely buy again from this seller,2017-10-11,en,paid_search
FB-00453,7d98302f-7357-41e5-be1a-1ba9c8969c5b,housewares,Excellent product arrived on time and in perfect condition,2017-07-20,en,tv
FB-00454,95fbe976-ae00-4b7e-af8c-83e56e8d9644,books_general_interest,Absolutely love it. Perfect size and excellent materials,2018-03-01,en,display
FB-00455,b68e47fa-3f17-4534-8c4d-58194b9dfd58,auto,Absolutely love it. Perfect size and excellent materials,2016-10-01,en,social
FB-00456,a247541d-c8ad-4899-b630-794d6147adeb,fashion_bags_accessories,Amazing quality! Exceeded my expectations completely,2016-11-20,en,paid_search
FB-00457,f165d779-0154-4950-976d-e21f1b46ebdc,toys,Product looks even better in person. Very happy with the purchase,2017-01-03,en,paid_search
FB-00458,2ff8e87e-1659-4c89-a1eb-faa91a2bd69c,perfumery,Impressive quality at this price point. Will buy again,2017-07-24,en,display
FB-00459,06b919aa-1a71-47c7-a875-9545832f52c4,auto,Excellent product arrived on time and in perfect condition,2017-07-21,en,email
FB-00460,530ddda6-c8d0-49e5-9919-65ea98d00c2c,books_general_interest,Really happy with this purchase. Great quality for the price,2016-10-25,en,tv
FB-00461,b98f5dbe-15ae-4e0f-8777-a07f6346d4ef,electronics,Really happy with this purchase. Great quality for the price,2017-08-08,en,display
FB-00462,2b64777c-6177-4771-af70-de702b69c95e,fashion_bags_accessories,Amazing quality! Exceeded my expectations completely,2016-11-04,en,paid_search
FB-00463,2ace1aa9-1032-46b3-a55b-fc1c7e3d5ee4,perfumery,Product arrived quickly and is exactly as described. Love it,2017-03-07,en,paid_search
FB-00464,5c72aebd-13b1-4e59-885c-d7147bf69552,watches_gifts,Really happy with this purchase. Great quality for the price,2018-01-08,en,tv
FB-00465,75366b9f-320f-42c0-9dde-01889803b22e,baby,Fast delivery and the item matches the description perfectly,2016-11-07,en,email
FB-00466,d773f98d-550c-4fe9-a54c-11d9f2e61828,office_furniture,Very satisfied and would definitely buy again from this seller,2018-04-03,en,paid_search
FB-00467,d0c30018-6e3c-4d4f-95b1-45e470b27304,office_furniture,Fast delivery and the item matches the description perfectly,2016-11-03,en,paid_search
FB-00468,336b00cb-b1fe-4d13-b280-df1d9a6c0db9,cool_stuff,Absolutely love it. Perfect size and excellent materials,2016-06-30,en,tv
FB-00469,bc20b9f2-4a9c-489e-91b3-0182f7fe604f,cool_stuff,Satisfactory purchase. The product is functional as described,2018-03-11,en,social
FB-00470,d105c8d6-47c1-4017-a045-2909536d47d7,books_general_interest,Really happy with this purchase. Great quality for the price,2016-04-26,en,display
FB-00471,8bae591e-ff4c-410f-979c-30cf33261887,sports_leisure,Decent quality for the price. Nothing extraordinary but does the job,2016-01-28,en,tv
FB-00472,703e957f-35ab-4466-b557-8b00f166cdcf,toys,Five stars! The product is even better than I expected,2018-04-18,en,tv
FB-00473,a2224f96-23a1-4e20-bfd2-55eeac484366,toys,Excellent product arrived on time and in perfect condition,2016-09-15,en,social
FB-00474,6082786f-ca00-4f58-ac52-1d13b719bb68,auto,Impressive quality at this price point. Will buy again,2017-09-04,en,tv
FB-00475,81b15db9-88cc-4d49-a69b-29b8950df1a0,perfumery,Product is okay. Took longer to arrive than expected but works fine,2016-02-07,en,paid_search
FB-00476,8972abbd-cff2-41c4-a53f-9644b39e4df2,office_furniture,Not as described in the listing. Expected much better quality,2018-07-25,en,email
FB-00477,a85894df-3f8c-4097-84da-2c2e1bffa279,garden_tools,Great experience from start to finish. Highly recommended,2017-10-24,en,display
FB-00478,a520c3d0-fbcd-4f5e-902f-34650b570720,books_general_interest,Impressive quality at this price point. Will buy again,2018-03-26,en,tv
FB-00479,423cad9d-193e-4783-82b3-42541b1f2eb1,housewares,Neither impressed nor disappointed. Standard quality and average shipping,2018-02-03,en,display
FB-00480,9342a09f-b00a-464c-949c-d8d48ed8a80d,housewares,Impressive quality at this price point. Will buy again,2017-01-18,en,tv
FB-00481,96add4df-adf7-4924-85b8-386b768b4f7e,musical_instruments,Amazing quality! Exceeded my expectations completely,2016-12-19,en,email
FB-00482,6a7d5d96-4ba1-4233-9ac3-bf317b96e2d1,auto,Everything is perfect. Packaging was careful and item undamaged,2018-05-01,en,social
FB-00483,7490adeb-57d3-47d3-8fd8-0bbb592c1107,furniture_decor,Acceptable product for everyday use. Delivery time was reasonable,2017-05-09,en,paid_search
FB-00484,b8d49848-702b-449f-98fd-d2b979e5c9aa,bed_bath_table,Absolutely love it. Perfect size and excellent materials,2016-03-09,en,paid_search
FB-00485,1d763a66-b5f5-4cb0-8f68-58780b705933,health_beauty,Seller communicated well and shipping was faster than expected,2017-10-25,en,email
FB-00486,ee0f65a8-2a13-4c1f-8cd0-15c1ad5900dd,housewares,Acceptable product for everyday use. Delivery time was reasonable,2016-06-27,en,display
FB-00487,6d268b37-8f52-42d3-94bb-bcf828fea761,bed_bath_table,Everything is perfect. Packaging was careful and item undamaged,2018-03-27,en,tv
FB-00488,a3f66c61-2fb7-4dab-af38-3b43a137f8e4,perfumery,Product arrived quickly and is exactly as described. Love it,2016-01-30,en,display
FB-00489,979aa051-7317-491a-b283-daa4e212ab7c,perfumery,Amazing quality! Exceeded my expectations completely,2016-01-05,en,social
FB-00490,b4299924-c098-4750-8741-9b4834ae4abd,auto,Satisfactory purchase. The product is functional as described,2016-04-14,en,display
FB-00491,327375bf-5373-4f4d-9da4-9cb92fdc9992,bed_bath_table,Everything is perfect. Packaging was careful and item undamaged,2016-09-25,en,tv
FB-00492,503b4078-a39c-4ec6-b746-4c02871854c1,office_furniture,Amazing quality! Exceeded my expectations completely,2017-09-17,en,tv
FB-00493,5a1baf0e-5911-46dc-9d3e-503a9645f0e4,bed_bath_table,Poor quality. Broke on first use. Would not recommend,2016-06-25,en,paid_search
FB-00494,15b24e1d-9715-4633-9d4e-db71eb2ec80e,fashion_bags_accessories,Absolutely love it. Perfect size and excellent materials,2016-04-30,en,social
FB-00495,5f90fc87-2edc-417e-9df0-5d184e2d6255,fashion_bags_accessories,Neither impressed nor disappointed. Standard quality and average shipping,2017-02-01,en,tv
FB-00496,623ad0fc-9326-4d25-a34b-456298af5cca,perfumery,Five stars! The product is even better than I expected,2017-05-13,en,display
FB-00497,ee4205ee-a52f-43ec-ab4e-2281b184d1fc,sports_leisure,Average product. Packaging could be better but item is undamaged,2016-06-19,en,tv
FB-00498,508850d3-2fe5-4140-a3ea-795649f1137d,bed_bath_table,Poor quality. Broke on first use. Would not recommend,2016-02-24,en,paid_search
FB-00499,22f3f068-7c0f-449d-8274-0f73f3abea0d,furniture_decor,Amazing quality! Exceeded my expectations completely,2017-07-29,en,display
FB-00500,af4847f0-68bd-475b-beb6-581ea72f947d,cool_stuff,Five stars! The product is even better than I expected,2017-12-28,en,tv
